! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
MMNV1|MT. MANSFIELD|44.52480|-72.81540|1190 meters|snowdepth|2023-03-09 21|162.560|cm|05672|
HLSN3|HERMIT LAKE SNOTEL|44.26130|-71.28320|1151 meters|snowdepth|2023-03-10 00|145.110|cm|00176|
SR1V1|SLEEPERS RIVER SNOW SITE NUMBER 1|44.49940|-72.18110|633 meters|snowdepth|2023-03-09 12|104.140|cm|05873|
SR2V1|SLEEPERS RIVER SNOW SITE NUMBER 2|44.48140|-72.16580|550 meters|snowdepth|2023-03-09 12|88.900|cm|05873|
SR3V1|SLEEPERS RIVER SNOW SITE NUMBER 3|44.51000|-72.12810|451 meters|snowdepth|2023-03-09 12|86.360|cm|05828|
VT-OL-12|GREENSBORO 3.9 NNE, VT|44.63100|-72.28000|634 meters|snowdepth|2023-03-09 11|71.120|cm|05841|
SR6V1|SLEEPERS RIVER SNOW SITE NUMBER 6|44.47670|-72.12560|359 meters|snowdepth|2023-03-09 12|71.120|cm|05828|
ME-AR-18|NEW SWEDEN 4.9 NNW, ME|47.01080|-68.14390|256 meters|snowdepth|2023-03-09 11|71.120|cm|04762|
SR5V1|SLEEPERS RIVER SNOW SITE NUMBER 5|44.50520|-72.05130|410 meters|snowdepth|2023-03-09 12|68.580|cm|05819|
VT-WS-7|MIDDLESEX 3.1 ENE, VT|44.31799|-72.62650|413 meters|snowdepth|2023-03-09 13|64.770|cm|05602|
VT-WS-23|CABOT 2.3 E, VT|44.39807|-72.26570|617 meters|snowdepth|2023-03-09 13|63.500|cm|05647|
SR8V1|SLEEPERS RIVER SNOW SITE NUMBER 8|44.49440|-72.13970|481 meters|snowdepth|2023-03-09 12|63.500|cm|05828|
VT-WS-30|WOODBURY 3.4 NNW, VT|44.48825|-72.43258|495 meters|snowdepth|2023-03-09 12|60.960|cm|05681|
SR9V1|SLEEPERS RIVER SNOW SITE NUMBER 9|44.45000|-72.06720|226 meters|snowdepth|2023-03-09 12|60.960|cm|05828|
ME-KB-53|READFIELD 2.0 NNE, ME|44.41620|-69.95190|162 meters|snowdepth|2023-03-09 12|60.960|cm|04355|
NH-CR-41|ALBANY 2.8 SW, NH|43.92648|-71.21556|204 meters|snowdepth|2023-03-09 13|59.690|cm|03818|
NCBN6|NEWCOMB|43.97070|-74.22200|506 meters|snowdepth|2023-03-09 12|55.880|cm|12852|
HUBN3|HUBBARD BROOK|43.93330|-71.71670|489 meters|snowdepth|2023-03-10 00|55.880|cm|03223|
EAHV1|EAST HAVEN|44.64250|-71.89120|300 meters|snowdepth|2023-03-09 12|55.880|cm|05837|
MSRN3|MASCOMA RIVER|43.78330|-72.03330|428 meters|snowdepth|2023-03-10 00|53.340|cm|03266|
AVLV1|AVERILL|44.99880|-71.70980|519 meters|snowdepth|2023-03-09 13|53.340|cm|05907|
VT-OL-25|NEWPORT 1.5 WSW, VT|44.93059|-72.23731|272 meters|snowdepth|2023-03-09 12|50.800|cm|05855|
VT-BN-12|STAMFORD 5.0 NNE, VT|42.82000|-73.02000|689 meters|snowdepth|2023-03-09 21|50.800|cm|05352|
ME-AR-15|PRESQUE ISLE 1.3 WSW, ME|46.67960|-68.01270|154 meters|snowdepth|2023-03-09 12|50.800|cm|04769|
KMWN|MOUNT WASHINGTON|44.26666|-71.30000|1715 meters|snowdepth|2023-03-10 00|50.800|cm|00176|
CARM1|CARIBOU WFO|46.86810|-68.01250|191 meters|snowdepth|2023-03-09 05|50.800|cm|04736|
VT-WS-19|WATERBURY 3.0 NW, VT|44.36060|-72.80770|147 meters|snowdepth|2023-03-09 11|49.530|cm|05676|
NY-HM-1|SPECULATOR 10.0 SSW, NY|43.45133|-74.47120|520 meters|snowdepth|2023-03-09 12|49.530|cm|12108|
SR7V1|SLEEPERS RIVER SNOW SITE NUMBER 7|44.48690|-72.08360|306 meters|snowdepth|2023-03-09 12|48.260|cm|05828|
RANM1|RANGELEY|44.98910|-70.67190|540 meters|snowdepth|2023-03-09 10|48.260|cm|04970|
NY-FK-7|SARANAC LAKE 6.2 N, NY|44.41359|-74.15211|525 meters|snowdepth|2023-03-09 10|45.720|cm|12983|
ME-CM-86|POWNAL 4.1 S, ME|43.85370|-70.17210|62 meters|snowdepth|2023-03-09 12|45.720|cm|04069|
BRLN3|BERLIN|44.45350|-71.18540|284 meters|snowdepth|2023-03-09 12|45.720|cm|03570|
VT-OG-13|WEST FAIRLEE 1.8 ENE, VT|43.92138|-72.23051|234 meters|snowdepth|2023-03-09 12|40.640|cm|05045|
RFDM1|RUMFORD 7SW|44.49470|-70.65640|199 meters|snowdepth|2023-03-09 14|40.640|cm|04276|
HOKN6|HOOKER 12 NNW|43.85240|-75.71580|446 meters|snowdepth|2023-03-09 11|38.100|cm|13626|
VT-LM-1|STOWE 0.2 SW, VT|44.46399|-72.69070|225 meters|snowdepth|2023-03-09 12|35.560|cm|05672|
NY-CL-12|SARANAC 0.8 SSE, NY|44.63980|-73.73848|252 meters|snowdepth|2023-03-09 12|35.560|cm|12981|
MA-FR-41|CONWAY 3.4 WSW, MA|42.50424|-72.74829|273 meters|snowdepth|2023-03-09 12|35.560|cm|01341|
EHYM3|EAST HAWLEY|42.57410|-72.86790|504 meters|snowdepth|2023-03-09 13|35.560|cm|01339|
VT-WS-10|NORTHFIELD 1.5 N, VT|44.16986|-72.65200|213 meters|snowdepth|2023-03-09 12|34.290|cm|05663|
SR4V1|SLEEPERS RIVER SNOW SITE NUMBER 4|44.43750|-72.09000|294 meters|snowdepth|2023-03-09 12|33.020|cm|05828|
