! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
NY-JF-30|WEST CARTHAGE 0.3 ENE, NY|43.97493|-75.61640|239 meters|snowdepth|2022-11-24 12|41.910|cm|13619|
NY-OD-2|POINT ROCK 0.6 SE, NY|43.37335|-75.53840|329 meters|snowdepth|2022-11-24 12|36.830|cm|13471|
CAN-NB-38|GRAND FALLS 2.2 NE, CA|47.05701|-67.72630|200 meters|snowdepth|2022-11-24 11|25.400|cm||
FISM1|FORT KENT COOP|47.23850|-68.61240|198 meters|snowdepth|2022-11-24 12|22.860|cm|04743|
MMNV1|MT. MANSFIELD|44.52480|-72.81540|1190 meters|snowdepth|2022-11-24 21|20.320|cm|05672|
ME-AR-18|NEW SWEDEN 4.9 NNW, ME|47.01080|-68.14390|256 meters|snowdepth|2022-11-24 12|19.050|cm|04762|
NY-HR-18|SALISBURY CENTER 1.8 NW, NY|43.16260|-74.80880|420 meters|snowdepth|2022-11-24 12|17.780|cm|13365|
MWN|MOUNT WASHINGTON|44.26670|-71.30000|1715 meters|snowdepth|2022-11-24 12|17.780|cm|00176|
KMWN|MOUNT WASHINGTON|44.26666|-71.30000|1715 meters|snowdepth|2022-11-25 00|17.780|cm|00176|
HGHN6|HIGHMARKET|43.60510|-75.55430|552 meters|snowdepth|2022-11-24 12|17.780|cm|13325|
CRNN3|CARTER NOTCH|44.25940|-71.19550|1008 meters|snowdepth|2022-11-24 12|17.780|cm|00168|
CNRM1|CONNOR TWP|46.95830|-68.03330|220 meters|snowdepth|2022-11-24 12|17.780|cm|04736|
VANM1|VAN BUREN|47.16600|-67.93900|138 meters|snowdepth|2022-11-24 12|15.240|cm|04785|
ME-AR-15|PRESQUE ISLE 1.3 WSW, ME|46.67960|-68.01270|154 meters|snowdepth|2022-11-24 12|15.240|cm|04769|
CARM1|CARIBOU WFO|46.86810|-68.01250|191 meters|snowdepth|2022-11-24 12|15.240|cm|04736|
CAR|CARIBOU, ME|46.86830|-68.01360|187 meters|snowdepth|2022-11-24 12|15.240|cm|04736|
ZFHN3|ZEALAND FALLS HUT|44.19590|-71.49440|805 meters|snowdepth|2022-11-24 12|12.700|cm|03574|
NY-FK-7|SARANAC LAKE 6.2 N, NY|44.41359|-74.15211|525 meters|snowdepth|2022-11-24 10|12.700|cm|12983|
LPLN6|LAKE PLACID 2 S|44.30420|-73.98390|572 meters|snowdepth|2022-11-24 12|12.700|cm|12946|
JOHV1|JOHNSON 2 N|44.65790|-72.67850|301 meters|snowdepth|2022-11-24 12|12.700|cm|05656|
GOVN6|GOUVERNEUR 3 NW|44.35400|-75.51230|128 meters|snowdepth|2022-11-24 12|12.700|cm|13642|
RGNM1|RANGELEY 2NW|44.98940|-70.67220|540 meters|snowdepth|2022-11-24 13|10.160|cm|04970|
NY-HM-10|LAKE PLEASANT 2.3 WSW, NY|43.45490|-74.45287|536 meters|snowdepth|2022-11-24 12|10.160|cm|12108|
NY-HM-1|SPECULATOR 10.0 SSW, NY|43.45133|-74.47120|520 meters|snowdepth|2022-11-24 12|10.160|cm|12108|
