! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
MMNV1|MT. MANSFIELD|44.52480|-72.81540|1190 meters|snowdepth|2023-02-27 21|137.160|cm|05672|
CRNN3|CARTER NOTCH|44.25940|-71.19550|1008 meters|snowdepth|2023-02-27 12|121.920|cm|00168|
GKBN3|GRAY KNOB|44.33260|-71.30930|1329 meters|snowdepth|2023-02-27 11|116.840|cm|00181|
HLSN3|HERMIT LAKE SNOTEL|44.26130|-71.28320|1151 meters|snowdepth|2023-02-28 00|106.401|cm|00176|
HVCN3|HARVARD CABIN SNOWPLOT|44.26630|-71.27790|1067 meters|snowdepth|2023-02-27 10|99.060|cm|00176|
CPSM1|CHARLIE POND SNOW COURSE|46.91440|-69.70950|346 meters|snowdepth|2023-02-27 12|91.440|cm|00125|
SQFB3|ST. QUENTIN (F) NEW BRUNSWICK SNOW SURVEY SITE|47.50000|-67.25000|323 meters|snowdepth|2023-02-27 12|86.360|cm||
BFBB3|BIG FORKS BR. NEW BRUNSWICK SNOW SURVEY SITE|47.28300|-67.70000|293 meters|snowdepth|2023-02-27 12|81.280|cm||
APPV1|APPALACHIAN GAP|44.21060|-72.93170|736 meters|snowdepth|2023-02-27 17|81.280|cm|05673|
NICB3|NICTAU FORKS NEW BRUNSWICK SNOW SURVEY SITE|47.25000|-67.16700|191 meters|snowdepth|2023-02-27 12|78.740|cm||
ZFHN3|ZEALAND FALLS HUT|44.19590|-71.49440|805 meters|snowdepth|2023-02-27 12|76.200|cm|03574|
JSTM1|ST. JUSTE SNOW CORE|46.53730|-69.97920|388 meters|snowdepth|2023-02-27 12|76.200|cm|00132|
BLDM1|PENOBSCOT BALD MOUNTAIN|45.34530|-67.99830|259 meters|snowdepth|2023-02-27 12|76.200|cm|04487|
TNBM1|TURNER BROOK RAWS|46.29690|-69.84750|390 meters|snowdepth|2023-02-27 12|73.660|cm|00132|
ME-AR-18|NEW SWEDEN 4.9 NNW, ME|47.01080|-68.14390|256 meters|snowdepth|2023-02-27 12|72.390|cm|04762|
CAN-NB-126|EDMUNDSTON 2.3 NE - SAJESS, CAN|47.38026|-68.31638|217 meters|snowdepth|2023-02-27 13|71.374|cm||
SSRB3|SISSON RIDGE NEW BRUNSWICK SNOW SURVEY SITE|46.93330|-67.43330|211 meters|snowdepth|2023-02-27 12|71.120|cm||
