! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
VT-WS-23|CABOT 2.3 E, VT|44.39807|-72.26570|617 meters|snowdepth|2022-12-14 12|76.200|cm|05647|
MWN|MOUNT WASHINGTON|44.26670|-71.30000|1715 meters|snowdepth|2022-12-14 12|27.940|cm|00176|
KMWN|MOUNT WASHINGTON|44.26666|-71.30000|1715 meters|snowdepth|2022-12-15 00|25.400|cm|00176|
GKBN3|GRAY KNOB|44.33260|-71.30930|1329 meters|snowdepth|2022-12-14 11|25.400|cm|00181|
MMNV1|MT. MANSFIELD|44.52480|-72.81540|1190 meters|snowdepth|2022-12-14 21|17.780|cm|05672|
MA-BE-24|HANCOCK 3.6 NNE, MA|42.59130|-73.29530|412 meters|snowdepth|2022-12-14 17|16.510|cm|01267|
NY-SR-16|BALLSTON SPA 2.9 ESE, NY|42.99000|-73.80000|103 meters|snowdepth|2022-12-14 13|15.240|cm|12020|
MA-BE-4|BECKET 5.6 SSW, MA|42.25906|-73.13210|416 meters|snowdepth|2022-12-14 12|15.240|cm|01238|
MA-BE-21|CHESHIRE 0.5 NNW, MA|42.56315|-73.15701|301 meters|snowdepth|2022-12-14 12|15.240|cm|01225|
CAN-NB-29|SUSSEX 1.0 WNW - KWRC, CAN|45.72670|-65.52858|24 meters|snowdepth|2022-12-14 12|15.240|cm||
NY-SR-57|TOWN OF PROVIDENCE 2.3 E, NY|43.09437|-73.99528|415 meters|snowdepth|2022-12-14 12|13.970|cm|12850|
NY-RN-1|AVERILL PARK 0.9 WNW, NY|42.63910|-73.56980|194 meters|snowdepth|2022-12-14 13|13.970|cm|12018|
NY-HR-18|SALISBURY CENTER 1.8 NW, NY|43.16260|-74.80880|420 meters|snowdepth|2022-12-14 12|13.970|cm|13365|
NY-CB-24|VALATIE 0.5 S, NY|42.40730|-73.67478|91 meters|snowdepth|2022-12-14 12|13.970|cm|12184|
MA-HS-7|PLAINFIELD 2.2 SW, MA|42.49272|-72.94540|428 meters|snowdepth|2022-12-14 13|13.970|cm|01070|
MA-BE-3|STOCKBRIDGE .2 NNE, MA|42.28983|-73.31950|258 meters|snowdepth|2022-12-14 12|13.970|cm|01262|
PEKN6|PECK LAKE|43.11500|-74.42360|430 meters|snowdepth|2022-12-14 12|12.700|cm|12078|
NY-RN-20|TROY 2.1 NNE, NY|42.75930|-73.65283|139 meters|snowdepth|2022-12-14 12|12.700|cm|12180|
NY-DL-23|LONG EDDY 6.5 NNE, NY|41.93510|-75.07840|537 meters|snowdepth|2022-12-14 13|12.700|cm|12760|
NFKC3|NORFOLK|41.97250|-73.22080|426 meters|snowdepth|2022-12-14 13|12.700|cm|06058|
EHYM3|EAST HAWLEY|42.57410|-72.86790|504 meters|snowdepth|2022-12-14 13|12.700|cm|01339|
CT-HR-28|NORTH CANTON 0.8 SSW, CT|41.88514|-72.89729|198 meters|snowdepth|2022-12-14 12|12.700|cm|06019|
ACVN6|ALCOVE DAM|42.46970|-73.92670|182 meters|snowdepth|2022-12-14 13|12.700|cm|12007|
CAN-NB-167|NORTON 8.2 W, CAN|45.63195|-65.80706|118 meters|snowdepth|2022-12-14 11|12.446|cm||
NY-OD-43|HOLLAND PATENT 1.1 WNW, NY|43.24707|-75.27750|240 meters|snowdepth|2022-12-14 12|12.192|cm|13354|
NY-OD-2|POINT ROCK 0.6 SE, NY|43.37335|-75.53840|329 meters|snowdepth|2022-12-14 13|11.430|cm|13471|
NY-AB-23|ALBANY 0.7 SW, NY|42.66019|-73.81030|77 meters|snowdepth|2022-12-14 12|11.430|cm|12208|
MA-FR-17|BUCKLAND 1.8 ESE, MA|42.58900|-72.75110|288 meters|snowdepth|2022-12-14 13|11.430|cm|01370|
MA-FR-13|CONWAY 2.9 NW, MA|42.54419|-72.72743|222 meters|snowdepth|2022-12-14 12|11.430|cm|01341|
NY-UL-23|WEST HURLEY 0.1 S, NY|42.00455|-74.11094|190 meters|snowdepth|2022-12-14 12|10.668|cm|12491|
WALN6|WALTON 2|42.18470|-75.14550|444 meters|snowdepth|2022-12-14 10|10.160|cm|13856|
TRYN6|TROY|42.75080|-73.68550|-1 meters|snowdepth|2022-12-14 12|10.160|cm||
